COBI,48.8511191742212,2.33150232324835
CHPY,48.8079548017692,2.53121646098508
GENN,48.929296709472396,2.3013985966974198
CHPT,48.88469751078429,2.28805250399039
ROUS,48.864165212514,2.34467996946523
CHLY,48.8475713901509,2.38432413334461
CLIC,48.9042582195471,2.5423026413471
MASS,48.822590058917,2.37451279923623
GREN,48.8441277509626,2.2903176605224
MENI,48.8721544068709,2.40374820335802
STDE,48.945074233140204,2.3410102836916
AULN,48.9473428830612,2.5149087154582004
NANT,48.899570110233,2.20208559457965
BOUL,48.8371783782744,2.2473644117618
CRET,48.7865059095011,2.45817528173765
STMR,48.796635571187295,2.5021717987953
RUNG,48.760277273235104,2.36725253694096
PROY,48.83738181201161,2.3437573102247997
MTMA,48.891142612079896,2.3328015187481297
MTRL,48.8638141628243,2.43933054228314
SEVI,48.8557904983371,2.36182337684075
PLCL,48.7848705998249,2.25113881691385
BLAN,48.8785161897342,2.3320258644124303
LAND,48.881240142802106,2.36828677196808
